State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier,Depreciation (INR),Depreciation %,Bike Age (Years)
Rajasthan,23.61,Yamaha,FZ V3,62588,2017,734,Petrol,26.41,First,2017,Not Available,Individual,25260.21,Tier 2,37327.79,59.640490189812745,0
Uttar Pradesh,60.78,TVS,Apache RTR 160,61149,2020,428,Hybrid,62.61,Third,2020,Expired,Dealer,38858.34,Tier 2,22290.660000000003,36.453024579306295,0
Rajasthan,28.94,Royal Enfield,Meteor 350,376144,2024,947,Petrol,32.91,Third,2024,Active,Dealer,274298.37,Tier 3,101845.63,27.07623410183334,0
Maharashtra,77.19,Honda,Dio,101640,2020,489,Hybrid,88.31,Second,2023,Not Available,Dealer,69014.3,Tier 1,32625.699999999997,32.099271940181026,3
Karnataka,62.26,Yamaha,R15 V4,59888,2024,874,Electric,64.87,Third,2024,Active,Dealer,34506.33,Tier 3,25381.67,42.38189620625167,0
Gujarat,64.34,Bajaj,CT 100,340533,2021,871,Hybrid,69.98,Second,2024,Expired,Individual,185111.28,Tier 2,155421.72,45.64072204455955,3
Gujarat,20.47,KTM,250 Duke,57196,2015,598,Hybrid,78.42,Second,2021,Active,Dealer,37459.68,Tier 1,19736.32,34.506468983845025,6
Maharashtra,78.6,Kawasaki,Z650,377534,2017,895,Electric,72.85,First,2017,Expired,Dealer,215176.63,Metro,162357.37,43.0047015633029,0
West Bengal,38.97,Yamaha,FZ V3,227450,2016,229,Hybrid,97.09,Third,2022,Active,Individual,174678.62,Tier 1,52771.380000000005,23.201310178061114,6
Tamil Nadu,5.24,KTM,RC 390,197991,2020,891,Petrol,35.89,First,2020,Expired,Dealer,132112.42,Tier 3,65878.57999999999,33.27352253385254,0
Delhi,72.37,TVS,Jupiter,308688,2018,195,Hybrid,65.41,Second,2024,Active,Individual,191387.04,Metro,117300.95999999999,37.99984450318768,6
Gujarat,48.48,KTM,125 Duke,154579,2018,530,Electric,69.0,First,2018,Not Available,Individual,102165.49,Tier 2,52413.509999999995,33.907264246760555,0
Punjab,51.94,Yamaha,MT-15,161176,2024,964,Electric,74.94,Second,2024,Expired,Dealer,74178.59,Metro,86997.41,53.976652851541175,0
Punjab,44.68,Yamaha,Fascino 125,220909,2023,434,Petrol,39.13,First,2023,Not Available,Individual,89987.12,Tier 1,130921.88,59.26507294858969,0
West Bengal,79.2,TVS,Sport,125716,2015,587,Hybrid,77.91,Second,2016,Expired,Individual,83296.37,Tier 1,42419.630000000005,33.74242737599033,1
Punjab,73.47,KTM,Duke 200,149448,2018,893,Electric,60.41,First,2018,Not Available,Dealer,111089.0,Tier 3,38359.0,25.66712167442856,0
West Bengal,35.23,Hero,Glamour,338315,2016,619,Petrol,59.58,Second,2022,Not Available,Individual,207073.21,Tier 3,131241.79,38.792778919054726,6
Delhi,75.8,Hero,Passion Pro,321346,2023,719,Petrol,41.55,First,2023,Not Available,Dealer,197691.81,Tier 2,123654.19,38.480077548810314,0
Madhya Pradesh,19.45,Bajaj,Platina 110,361524,2022,567,Petrol,38.54,Second,2023,Active,Dealer,145083.22,Tier 1,216440.78,59.86899348314358,1
Gujarat,75.86,Honda,Shine,201427,2018,157,Hybrid,91.12,First,2018,Expired,Dealer,140487.7,Tier 3,60939.29999999999,30.2537892139584,0
Karnataka,71.77,TVS,Ronin,287160,2024,336,Petrol,27.12,Third,2024,Active,Individual,217966.52,Tier 2,69193.48000000001,24.09579328597298,0
Delhi,39.17,Royal Enfield,Hunter 350,203237,2015,980,Petrol,32.47,Second,2015,Expired,Dealer,90298.0,Tier 3,112939.0,55.57009796444545,0
West Bengal,61.5,Honda,Activa,263137,2020,158,Electric,77.27,First,2020,Expired,Individual,204713.71,Tier 2,58423.29000000001,22.202613087479147,0
Rajasthan,43.84,KTM,250 Duke,70463,2016,433,Petrol,48.44,Third,2019,Expired,Individual,52253.4,Tier 3,18209.6,25.842782737039293,3
Maharashtra,76.65,KTM,125 Duke,393899,2019,881,Electric,66.49,Second,2020,Expired,Dealer,223951.4,Tier 3,169947.6,43.14496863409148,1
Maharashtra,42.17,Yamaha,FZ V3,281941,2017,977,Petrol,38.29,Second,2023,Expired,Dealer,151060.59,Metro,130880.41,46.42120514575745,6
Punjab,68.3,Bajaj,Platina 110,188677,2020,473,Petrol,30.4,Second,2020,Expired,Dealer,96954.16,Tier 1,91722.84,48.61368370283606,0
Uttar Pradesh,42.63,Bajaj,Pulsar 150,299244,2016,833,Electric,71.16,Third,2022,Active,Dealer,200024.9,Tier 3,99219.1,33.156587934929355,6
Madhya Pradesh,9.59,Royal Enfield,Hunter 350,342478,2018,108,Hybrid,83.98,First,2018,Active,Dealer,247338.33,Tier 2,95139.67000000001,27.779790234701213,0
Karnataka,69.72,Yamaha,FZ V3,348015,2024,696,Electric,91.6,First,2024,Expired,Individual,199310.31,Tier 1,148704.69,42.72939097452696,0
Gujarat,25.54,Kawasaki,Z650,373439,2018,270,Electric,74.63,First,2018,Expired,Individual,152473.17,Tier 2,220965.83,59.1705285200528,0
West Bengal,42.16,Yamaha,FZ V3,351353,2024,259,Hybrid,81.25,Second,2024,Not Available,Individual,188460.58,Tier 2,162892.42,46.361471226942705,0
Maharashtra,18.35,TVS,NTorq 125,51815,2021,805,Electric,69.48,Second,2023,Active,Dealer,29936.85,Tier 2,21878.15,42.223583904274825,2
Maharashtra,27.45,Royal Enfield,Meteor 350,303471,2021,180,Hybrid,93.03,Third,2024,Active,Dealer,125193.35,Metro,178277.65,58.74618991600515,3
West Bengal,51.99,Royal Enfield,Hunter 350,135300,2016,480,Hybrid,81.11,Second,2021,Active,Dealer,76442.46,Tier 2,58857.53999999999,43.50150776053215,5
Rajasthan,39.48,Royal Enfield,Interceptor 650,147687,2015,206,Hybrid,97.94,Third,2023,Not Available,Dealer,64326.22,Metro,83360.78,56.44422325593993,8
Punjab,40.77,Royal Enfield,Himalayan,223194,2015,909,Hybrid,76.45,First,2015,Active,Dealer,164411.92,Metro,58782.07999999999,26.336765325232754,0
Punjab,37.26,Hero,Glamour,67010,2016,415,Hybrid,63.51,Second,2017,Expired,Dealer,28616.26,Tier 3,38393.740000000005,57.29553797940606,1
Gujarat,64.8,TVS,Jupiter,294307,2017,297,Petrol,49.69,Second,2017,Not Available,Dealer,213086.37,Tier 1,81220.63,27.597247092321965,0
Uttar Pradesh,10.85,Yamaha,MT-15,248237,2019,575,Electric,85.82,Second,2022,Not Available,Individual,157756.37,Tier 1,90480.63,36.449292410075856,3
Punjab,77.42,Yamaha,FZ V3,143407,2023,232,Petrol,45.11,Second,2023,Expired,Individual,81675.71,Metro,61731.28999999999,43.04621810650804,0
Maharashtra,36.18,KTM,250 Duke,80667,2018,750,Petrol,40.62,First,2018,Not Available,Individual,48155.86,Tier 3,32511.14,40.30289957479514,0
Punjab,39.98,KTM,RC 390,395971,2018,413,Electric,62.64,Second,2024,Not Available,Dealer,218500.46,Metro,177470.54,44.81907513429014,6
Tamil Nadu,52.43,Hero,Splendor Plus,163967,2021,137,Hybrid,73.82,First,2021,Active,Dealer,100551.18,Tier 1,63415.82000000001,38.675965285697735,0
Karnataka,18.55,Kawasaki,Ninja 300,185823,2016,537,Electric,61.87,Second,2022,Expired,Dealer,139508.02,Tier 3,46314.98000000001,24.924245114975008,6
Gujarat,76.55,Bajaj,Dominar 400,114740,2023,423,Hybrid,64.35,Second,2023,Expired,Dealer,69142.47,Metro,45597.53,39.739872755795716,0
Maharashtra,48.87,Hero,Xtreme 160R,318360,2017,441,Petrol,53.46,Third,2024,Expired,Individual,155894.88,Tier 1,162465.12,51.03188842819449,7
Gujarat,32.66,Kawasaki,Ninja 300,133756,2016,947,Petrol,46.56,First,2016,Expired,Individual,83168.61,Tier 3,50587.39,37.820651036215196,0
Madhya Pradesh,33.06,Royal Enfield,Hunter 350,90510,2020,498,Hybrid,97.32,First,2020,Active,Dealer,46576.83,Tier 2,43933.17,48.53957573748757,0
Uttar Pradesh,56.56,TVS,NTorq 125,149887,2017,924,Electric,79.11,Second,2020,Expired,Dealer,84210.7,Tier 1,65676.3,43.81720896408628,3
Uttar Pradesh,19.37,Bajaj,Pulsar 150,51837,2017,223,Hybrid,62.12,Third,2019,Active,Individual,34622.98,Tier 1,17214.019999999997,33.20797885680112,2
Tamil Nadu,68.29,Kawasaki,Vulcan S,174369,2018,769,Petrol,55.54,Second,2024,Active,Dealer,122974.47,Tier 3,51394.53,29.474579770486724,6
West Bengal,22.75,Bajaj,Platina 110,285400,2019,656,Hybrid,69.86,Third,2022,Not Available,Dealer,169255.26,Tier 3,116144.73999999999,40.695423966362995,3
Punjab,23.96,Royal Enfield,Classic 350,161573,2016,366,Petrol,32.3,First,2016,Expired,Individual,104593.13,Tier 3,56979.869999999995,35.265712711901124,0
Punjab,13.05,Royal Enfield,Himalayan,100801,2021,240,Petrol,48.23,First,2021,Expired,Dealer,44237.9,Tier 1,56563.1,56.11362982510094,0
West Bengal,72.37,Hero,Glamour,278492,2022,842,Hybrid,95.94,Third,2023,Active,Dealer,199033.91,Tier 2,79458.09,28.531552073309108,1
Madhya Pradesh,55.46,Yamaha,Fascino 125,363432,2018,227,Petrol,40.25,Second,2023,Expired,Dealer,189906.07,Tier 1,173525.93,47.74646426291576,5
Rajasthan,46.2,Royal Enfield,Himalayan,75894,2018,308,Hybrid,74.85,Second,2019,Expired,Dealer,51296.48,Metro,24597.519999999997,32.41036182043376,1
Rajasthan,22.17,KTM,Duke 200,282460,2021,390,Hybrid,61.88,Third,2022,Active,Individual,132649.52,Tier 2,149810.48,53.03776817956525,1
Rajasthan,8.17,Hero,Passion Pro,337674,2017,288,Hybrid,94.61,First,2017,Expired,Individual,240861.71,Metro,96812.29000000001,28.670341808963677,0
Madhya Pradesh,58.13,Royal Enfield,Interceptor 650,318464,2021,457,Electric,75.89,First,2021,Not Available,Individual,238971.12,Tier 3,79492.88,24.961339429260452,0
Maharashtra,41.11,Bajaj,CT 100,245266,2024,778,Electric,93.76,Third,2024,Active,Dealer,133061.81,Tier 1,112204.19,45.74795935841087,0
Uttar Pradesh,77.83,Hero,Glamour,385852,2021,939,Hybrid,86.57,First,2021,Expired,Dealer,298481.16,Metro,87370.84000000003,22.643614650176758,0
Karnataka,69.12,Honda,CBR 650R,271641,2019,768,Petrol,39.75,First,2019,Active,Individual,179669.0,Tier 2,91972.0,33.85792277307181,0
Uttar Pradesh,19.46,Honda,Dio,143391,2017,758,Electric,60.7,Second,2021,Active,Individual,75735.08,Tier 3,67655.92,47.18282179495226,4
Gujarat,49.38,Honda,Unicorn,317503,2019,537,Petrol,49.96,Second,2020,Active,Individual,232030.01,Tier 1,85472.98999999999,26.92037240593002,1
Gujarat,28.75,Bajaj,Pulsar 150,90986,2021,421,Petrol,30.65,First,2021,Not Available,Individual,44021.34,Tier 3,46964.66,51.617457630844314,0
West Bengal,30.92,Bajaj,Platina 110,298383,2020,304,Electric,71.12,First,2020,Not Available,Dealer,199089.48,Metro,99293.51999999999,33.27720413026211,0
Karnataka,61.3,TVS,NTorq 125,290095,2021,797,Petrol,57.81,First,2021,Active,Dealer,153024.32,Tier 3,137070.68,47.25027318636998,0
Karnataka,15.71,Honda,Dio,143835,2023,462,Petrol,53.5,Third,2023,Not Available,Individual,106373.57,Tier 1,37461.42999999999,26.044724858344626,0
Rajasthan,52.16,Yamaha,R15 V4,83182,2024,999,Electric,95.56,First,2024,Active,Individual,61686.3,Tier 1,21495.699999999997,25.841768651871792,0
West Bengal,40.23,Yamaha,R15 V4,76564,2020,611,Hybrid,91.3,First,2020,Active,Individual,35955.79,Metro,40608.21,53.03825557703359,0
Tamil Nadu,18.03,Yamaha,FZ V3,186967,2016,127,Hybrid,97.16,Second,2020,Not Available,Individual,120905.21,Metro,66061.79,35.33339573293682,4
Maharashtra,28.41,Honda,CBR 650R,248058,2023,637,Petrol,42.2,First,2023,Expired,Dealer,182001.0,Tier 1,66057.0,26.62965919260818,0
West Bengal,74.46,Bajaj,Platina 110,185068,2022,574,Petrol,50.08,Second,2023,Expired,Individual,132461.82,Tier 1,52606.17999999999,28.425324745498948,1
Karnataka,74.25,Royal Enfield,Himalayan,369685,2017,695,Petrol,37.32,First,2017,Not Available,Individual,222366.57,Tier 2,147318.43,39.84971800316485,0
Delhi,76.77,Bajaj,Pulsar 150,118785,2018,658,Electric,70.94,First,2018,Not Available,Dealer,60425.57,Tier 2,58359.43,49.1303026476407,0
Delhi,78.44,Bajaj,CT 100,385160,2016,451,Petrol,42.47,First,2016,Not Available,Dealer,194647.5,Tier 3,190512.5,49.463210094506174,0
Rajasthan,28.6,KTM,Duke 200,124765,2018,875,Electric,61.26,Second,2021,Not Available,Dealer,64170.34,Tier 3,60594.66,48.56703402396506,3
Gujarat,7.74,Hero,Xtreme 160R,339537,2024,975,Electric,83.12,Second,2024,Expired,Dealer,258360.03,Tier 2,81176.97,23.908136668463232,0
Uttar Pradesh,68.79,Royal Enfield,Classic 350,114158,2015,920,Hybrid,66.81,First,2015,Expired,Dealer,50177.63,Tier 3,63980.37,56.04545454545454,0
Madhya Pradesh,18.19,Bajaj,Pulsar 150,277331,2018,496,Petrol,35.04,First,2018,Active,Dealer,198909.52,Tier 2,78421.48000000001,28.27721387078978,0
Rajasthan,57.64,Bajaj,Platina 110,176668,2015,105,Petrol,39.26,Second,2016,Expired,Dealer,71752.86,Tier 2,104915.14,59.38548010958408,1
Karnataka,17.3,Bajaj,Pulsar 150,99305,2022,675,Electric,78.04,Third,2024,Active,Individual,51720.95,Tier 2,47584.05,47.91707366195056,2
Uttar Pradesh,40.4,Royal Enfield,Himalayan,323489,2019,794,Petrol,43.02,Second,2020,Expired,Individual,141662.0,Metro,181827.0,56.20809362914968,1
Rajasthan,23.64,KTM,125 Duke,153682,2024,916,Hybrid,72.58,Third,2024,Active,Individual,73849.03,Tier 3,79832.97,51.946857797269686,0
Maharashtra,23.03,TVS,Sport,79918,2019,911,Electric,85.31,First,2019,Expired,Individual,48315.49,Tier 3,31602.510000000002,39.54366976150555,0
Uttar Pradesh,26.08,KTM,250 Duke,326426,2015,255,Hybrid,68.78,Third,2018,Expired,Individual,257936.96,Tier 1,68489.04000000001,20.98149044500132,3
Delhi,13.99,Hero,HF Deluxe,176150,2020,577,Hybrid,77.24,Third,2021,Not Available,Individual,121418.62,Tier 2,54731.380000000005,31.07089412432586,1
Gujarat,28.06,TVS,Jupiter,373317,2018,615,Electric,73.32,Third,2024,Active,Individual,239260.9,Tier 1,134056.1,35.909454967226246,6
Punjab,37.85,Royal Enfield,Himalayan,205725,2019,696,Electric,95.54,Second,2023,Expired,Dealer,146454.61,Tier 3,59270.390000000014,28.810494592295548,4
Karnataka,65.73,Royal Enfield,Interceptor 650,318233,2021,609,Hybrid,84.51,Second,2023,Not Available,Individual,234583.16,Tier 3,83649.84,26.285721468232392,2
Punjab,76.75,Kawasaki,Ninja 300,184054,2019,219,Petrol,37.62,Third,2024,Expired,Dealer,117202.76,Metro,66851.24,36.32153607093571,5
West Bengal,45.03,Hero,HF Deluxe,202593,2024,625,Hybrid,95.47,First,2024,Active,Individual,156648.85,Tier 2,45944.149999999994,22.678054029507432,0
Punjab,45.65,Royal Enfield,Classic 350,302266,2023,676,Hybrid,87.55,Third,2024,Not Available,Individual,205584.73,Tier 1,96681.26999999999,31.98549291021815,1
Gujarat,8.55,Hero,Passion Pro,328639,2018,214,Electric,93.37,Second,2024,Not Available,Individual,188122.49,Tier 3,140516.51,42.75710125700237,6
West Bengal,77.21,KTM,250 Duke,233031,2022,913,Electric,95.07,Third,2023,Active,Individual,111236.41,Metro,121794.59,52.26540245718381,1
Punjab,25.48,Royal Enfield,Himalayan,298362,2017,139,Hybrid,90.78,Third,2022,Expired,Individual,199869.85,Metro,98492.15,33.01095648909714,5
Karnataka,40.53,Hero,Glamour,334548,2018,601,Petrol,25.42,Second,2024,Expired,Dealer,220788.58,Tier 3,113759.42000000001,34.00391573107596,6
Maharashtra,42.63,Kawasaki,Vulcan S,321134,2021,607,Hybrid,81.04,First,2021,Active,Dealer,219901.41,Tier 3,101232.59,31.523473067317692,0
Uttar Pradesh,54.86,KTM,390 Adventure,163491,2017,108,Petrol,50.21,First,2017,Not Available,Dealer,119199.59,Tier 1,44291.41,27.091038650445594,0
Karnataka,51.97,Bajaj,CT 100,318829,2016,306,Hybrid,63.32,First,2016,Active,Individual,189465.64,Tier 1,129363.35999999999,40.57452741124552,0
Madhya Pradesh,73.35,Honda,Activa,103432,2024,962,Electric,83.68,First,2024,Expired,Individual,43335.95,Tier 3,60096.05,58.101989713048184,0
Gujarat,22.22,KTM,Duke 200,195199,2021,190,Electric,86.1,First,2021,Expired,Dealer,112135.99,Tier 1,83063.01,42.55298951326595,0
Gujarat,9.19,Honda,Unicorn,87199,2015,845,Petrol,48.38,Third,2024,Active,Individual,68531.69,Tier 3,18667.309999999998,21.407711097604327,9
Delhi,76.35,KTM,125 Duke,262145,2020,691,Hybrid,60.29,First,2020,Expired,Dealer,119632.8,Tier 3,142512.2,54.36388258406607,0
Punjab,47.1,Kawasaki,Vulcan S,397871,2021,459,Petrol,43.21,First,2021,Active,Individual,210620.44,Tier 1,187250.56,47.06313352820386,0
Madhya Pradesh,34.13,Honda,Dio,349525,2018,317,Electric,72.43,First,2018,Active,Dealer,177567.52,Metro,171957.48,49.19747657535227,0
Madhya Pradesh,29.87,Royal Enfield,Hunter 350,307159,2018,327,Petrol,36.01,First,2018,Active,Dealer,224328.44,Tier 1,82830.56,26.966671984216646,0
Punjab,37.77,Hero,Splendor Plus,299102,2015,631,Petrol,37.57,Second,2017,Expired,Individual,205443.92,Tier 3,93658.07999999999,31.31309051761606,2
West Bengal,11.43,KTM,390 Adventure,257620,2018,196,Petrol,26.26,First,2018,Expired,Individual,113537.48,Tier 3,144082.52000000002,55.92831301917553,0
West Bengal,15.56,Royal Enfield,Himalayan,63634,2015,730,Petrol,46.21,Second,2017,Not Available,Individual,35722.48,Tier 2,27911.519999999997,43.86258918188389,2
West Bengal,46.02,KTM,RC 390,94014,2024,224,Petrol,37.77,Third,2024,Expired,Dealer,52808.63,Metro,41205.37,43.82897228072415,0
Delhi,74.52,Royal Enfield,Classic 350,359011,2021,872,Electric,81.63,Second,2021,Active,Dealer,267947.71,Tier 2,91063.28999999998,25.365041739668136,0
West Bengal,63.01,Honda,Unicorn,70899,2017,271,Petrol,25.15,Second,2022,Active,Individual,30904.95,Metro,39994.05,56.4098929463039,5
West Bengal,13.84,Kawasaki,Z650,78061,2022,212,Hybrid,73.79,First,2022,Not Available,Dealer,56031.32,Tier 2,22029.68,28.22110913260143,0
Gujarat,44.72,TVS,Ronin,215445,2018,592,Petrol,42.08,Second,2019,Active,Individual,170465.89,Tier 3,44979.109999999986,20.87730511267376,1
Madhya Pradesh,7.2,Bajaj,Avenger 220,134346,2019,294,Petrol,40.77,First,2019,Active,Individual,96882.3,Tier 1,37463.7,27.88598097449868,0
Gujarat,17.58,Royal Enfield,Classic 350,127736,2024,466,Petrol,27.25,Second,2024,Expired,Dealer,87430.01,Tier 3,40305.990000000005,31.554135091125453,0
Tamil Nadu,20.98,Kawasaki,Z650,234609,2023,787,Electric,87.76,First,2023,Active,Individual,100779.01,Tier 3,133829.99,57.04384316032206,0
Madhya Pradesh,27.76,Hero,Glamour,82570,2023,692,Petrol,29.91,Third,2024,Not Available,Individual,48657.11,Tier 1,33912.89,41.07168463122199,1
Punjab,70.89,Yamaha,Ray ZR,207569,2024,127,Electric,72.95,Third,2024,Expired,Dealer,111078.46,Metro,96490.54,46.48600706271168,0
Tamil Nadu,19.94,Bajaj,Dominar 400,338213,2022,799,Electric,86.11,Second,2024,Active,Individual,232549.64,Tier 2,105663.35999999999,31.241661319937432,2
Gujarat,34.78,Yamaha,MT-15,389619,2019,409,Electric,96.62,Second,2019,Active,Individual,232721.31,Metro,156897.69,40.26951714367112,0
Gujarat,24.39,KTM,RC 390,142723,2015,967,Petrol,42.56,First,2015,Not Available,Dealer,88899.64,Tier 1,53823.36,37.71176334578169,0
Madhya Pradesh,53.33,Honda,Dio,115795,2018,375,Petrol,57.96,Third,2023,Expired,Dealer,48647.13,Tier 1,67147.87,57.988574636210544,5
Karnataka,62.42,Kawasaki,Ninja 400,355799,2020,524,Petrol,58.82,First,2020,Active,Dealer,231081.82,Metro,124717.18,35.05270672486432,0
Karnataka,9.85,Kawasaki,Versys 650,167470,2018,141,Hybrid,76.24,Third,2022,Expired,Individual,74680.72,Tier 3,92789.28,55.40650862841105,4
Gujarat,77.59,TVS,Ronin,167258,2023,460,Hybrid,69.95,Second,2023,Expired,Individual,80039.28,Tier 2,87218.72,52.146217221298826,0
Delhi,65.92,KTM,390 Adventure,367889,2023,672,Petrol,32.24,Second,2023,Expired,Dealer,229342.72,Tier 3,138546.28,37.65980499552854,0
Maharashtra,58.23,Royal Enfield,Hunter 350,376863,2016,304,Petrol,55.41,Second,2022,Active,Individual,251667.0,Tier 3,125196.0,33.22056025664499,6
Tamil Nadu,40.46,Bajaj,CT 100,355976,2015,414,Petrol,49.5,Third,2016,Active,Individual,216069.38,Tier 1,139906.62,39.30226195024383,1
Delhi,35.99,Kawasaki,Ninja 400,100081,2023,665,Electric,69.94,Third,2023,Not Available,Individual,51624.66,Tier 2,48456.34,48.417122131073825,0
Uttar Pradesh,11.99,Honda,Dio,123688,2022,402,Hybrid,76.33,First,2022,Not Available,Individual,58934.65,Tier 3,64753.35,52.352168359097085,0
Karnataka,55.49,Bajaj,CT 100,163623,2022,480,Electric,75.08,First,2022,Active,Dealer,103328.3,Tier 3,60294.7,36.84977050903601,0
Uttar Pradesh,24.03,Yamaha,Fascino 125,289722,2023,136,Petrol,32.77,Third,2024,Expired,Dealer,124279.06,Tier 1,165442.94,57.104030760522164,1
West Bengal,70.73,Kawasaki,Ninja 400,154443,2020,300,Petrol,42.22,Third,2020,Active,Dealer,66706.71,Tier 3,87736.29,56.80820108389503,0
Gujarat,23.98,Royal Enfield,Himalayan,373138,2017,829,Electric,87.79,First,2017,Not Available,Individual,217398.32,Tier 1,155739.68,41.73782353981637,0
West Bengal,49.73,Honda,Shine,144549,2016,534,Electric,69.27,Third,2017,Active,Dealer,89849.38,Metro,54699.619999999995,37.841576212910496,1
Madhya Pradesh,8.78,Yamaha,FZ V3,141203,2015,697,Electric,83.03,First,2015,Expired,Individual,62761.06,Tier 2,78441.94,55.55260157362096,0
Karnataka,29.33,TVS,Apache RTR 160,125179,2024,593,Hybrid,96.29,First,2024,Expired,Dealer,54536.15,Tier 3,70642.85,56.4334672748624,0
Gujarat,35.87,Yamaha,Ray ZR,304479,2023,533,Hybrid,82.44,First,2023,Active,Individual,215546.53,Tier 3,88932.47,29.20808003179201,0
Maharashtra,31.61,KTM,390 Adventure,204506,2017,800,Hybrid,66.38,First,2017,Expired,Individual,94189.04,Tier 3,110316.96,53.94314103253694,0
Rajasthan,21.89,KTM,RC 390,296803,2021,836,Hybrid,77.91,Second,2023,Not Available,Dealer,124226.83,Tier 2,172576.16999999998,58.14502211904866,2
Delhi,28.4,Honda,Unicorn,319880,2024,442,Electric,92.95,First,2024,Not Available,Individual,178848.91,Tier 3,141031.09,44.08874890583969,0
Maharashtra,8.44,Hero,Xtreme 160R,363140,2023,937,Hybrid,81.43,Second,2023,Active,Dealer,149775.84,Tier 1,213364.16,58.755345045987774,0
Rajasthan,39.45,KTM,125 Duke,176197,2022,101,Petrol,45.81,Third,2022,Active,Dealer,120012.8,Metro,56184.2,31.88714904340028,0
Madhya Pradesh,44.65,Kawasaki,Vulcan S,369662,2021,310,Electric,60.72,Second,2022,Active,Dealer,294445.55,Metro,75216.45000000001,20.347357856636606,1
West Bengal,34.91,KTM,Duke 200,68452,2023,512,Electric,64.09,Third,2024,Not Available,Dealer,28734.28,Metro,39717.72,58.022731256939174,1
